Species,Height,Diameter,Canopy_size,Leaf_area,CO2
Aesculus hippocastanum,6.0,12.0,7.1,12.5,1.7
Aesculus hippocastanum,5.5,13.0,9.6,15.2,1.9
Aesculus hippocastanum,8.0,60.0,50.3,234.7,17.5
Aesculus hippocastanum,8.0,40.0,50.3,191.0,9.6
Aesculus hippocastanum,8.0,19.0,19.6,54.2,3.3
Aesculus hippocastanum,11.0,50.0,50.3,213.0,13.5
Aesculus hippocastanum,8.0,24.0,50.3,180.2,4.6
Aesculus hippocastanum,4.0,10.0,7.1,12.4,1.3
Aesculus hippocastanum,4.0,18.0,12.6,26.2,2.9
Aesculus hippocastanum,3.5,15.0,4.9,9.8,2.2
Aesculus hippocastanum,10.0,70.0,78.5,456.2,22.1
Aesculus hippocastanum,9.5,70.0,95.0,446.3,22.1
Aesculus hippocastanum,3.5,10.0,1.8,4.9,1.3
Aesculus hippocastanum,4.0,16.0,9.6,19.3,2.4
Aesculus hippocastanum,3.5,12.0,4.9,8.5,1.6
Aesculus hippocastanum,4.0,18.0,7.1,15.3,2.9
Aesculus hippocastanum,3.5,9.0,3.1,5.7,1.1
Aesculus hippocastanum,3.5,10.0,3.1,5.1,1.3
Aesculus hippocastanum,3.5,12.0,4.9,9.6,1.6
Aesculus hippocastanum,11.0,80.0,113.1,648.4,27.1
Aesculus hippocastanum,3.5,12.0,7.1,12.8,1.6
Aesculus hippocastanum,3.0,8.0,1.8,4.0,0.9
Aesculus hippocastanum,3.5,17.0,4.9,8.3,2.6
Aesculus hippocastanum,3.5,14.0,4.9,8.9,2.0
Aesculus hippocastanum,3.5,14.0,9.6,14.7,2.0
Aesculus hippocastanum,12.0,60.0,50.3,251.0,17.7
Aesculus hippocastanum,4.0,15.0,9.6,18.8,2.2
Aesculus hippocastanum,5.0,18.0,12.6,24.6,2.9
Aesculus hippocastanum,4.5,18.0,9.6,16.0,2.9
Aesculus hippocastanum,5.5,16.0,9.6,17.6,2.5
Aesculus hippocastanum,4.5,18.0,9.6,16.0,2.9
Aesculus hippocastanum,4.5,18.0,9.6,20.8,2.9
Aesculus hippocastanum,5.0,18.0,12.6,26.2,2.9
Aesculus hippocastanum,5.5,18.0,12.6,28.7,2.9
Carpinus betulus,7.0,20.0,19.6,56.7,3.9
Carpinus betulus,8.0,17.0,12.6,27.3,3.2
Carpinus betulus,7.0,20.0,28.3,71.9,3.9
Carpinus betulus,6.0,19.0,38.5,113.0,3.7
Carpinus betulus,3.0,10.0,1.8,4.7,1.7
Carpinus betulus,3.0,10.0,1.8,4.7,1.7
Carpinus betulus,6.0,20.0,38.5,108.1,3.9
Carpinus betulus,4.0,15.0,7.1,15.5,2.7
Carpinus betulus,8.0,19.0,19.6,48.6,3.7
Carpinus betulus,7.0,16.0,7.1,19.4,3.0
Carpinus betulus,8.0,17.0,19.6,46.7,3.2
Carpinus betulus,7.0,18.0,19.6,54.6,3.5
Carpinus betulus,7.0,17.0,19.6,53.5,3.2
Carpinus betulus,6.0,12.0,12.6,26.2,2.1
Carpinus betulus,7.0,13.0,28.3,66.0,2.3
Carpinus betulus,6.0,16.0,12.6,29.0,3.0
Carpinus betulus,5.0,14.0,7.1,16.2,2.5
Carpinus betulus,4.0,10.0,3.1,6.2,1.7
Carpinus betulus,3.0,16.0,3.1,8.4,3.0
Carpinus betulus,6.0,15.0,19.6,37.4,2.7
Carpinus betulus,7.0,20.0,28.3,86.9,3.9
Carpinus betulus,7.0,13.0,3.1,9.7,2.3
Carpinus betulus,8.0,20.0,12.6,37.5,3.9
Carpinus betulus,7.0,15.0,7.1,17.9,2.7
Carpinus betulus,6.0,14.0,12.6,22.6,2.5
Carpinus betulus,6.0,10.0,1.8,4.9,1.7
Carpinus betulus,6.0,12.0,3.1,7.1,2.1
Carpinus betulus,6.0,14.0,4.9,11.6,2.5
Carpinus betulus,4.0,12.0,4.9,10.1,2.1
Carpinus betulus,5.0,13.0,12.6,26.9,2.3
Carpinus betulus,8.0,13.0,12.6,32.2,2.3
Carpinus betulus,8.0,15.0,19.6,41.6,2.7
Carpinus betulus,7.0,15.0,7.1,16.8,2.7
Carpinus betulus,9.0,20.0,19.6,48.6,3.9
Carpinus betulus,9.0,20.0,19.6,48.6,3.9
Carpinus betulus,8.0,20.0,38.5,124.6,3.9
Carpinus betulus,8.0,20.0,50.3,183.2,3.9
Carpinus betulus,8.0,20.0,38.5,132.2,3.9
Carpinus betulus,7.0,18.0,28.3,74.1,3.5
Carpinus betulus,8.0,20.0,12.6,35.4,3.9
Carpinus betulus,4.0,10.0,1.8,4.8,1.7
Carpinus betulus,3.5,10.0,0.8,3.8,1.7
Carpinus betulus,7.0,19.0,28.3,85.3,3.7
Carpinus betulus,6.0,19.0,12.6,32.7,3.7
Carpinus betulus,5.0,19.0,7.1,16.0,3.7
Carpinus betulus,9.0,20.0,38.5,113.8,3.9
Carpinus betulus,8.0,19.0,50.3,169.6,3.7
Carpinus betulus,6.0,18.0,7.1,18.9,3.5
Carpinus betulus,5.0,12.0,7.1,11.8,2.1
Carpinus betulus,4.0,10.0,19.6,37.8,1.7
Carpinus betulus,9.0,20.0,19.6,52.2,3.9
Carpinus betulus,10.0,30.0,38.5,136.6,6.7
Carpinus betulus,7.5,6.0,28.3,54.8,1.0
Carpinus betulus,9.0,25.0,28.3,103.1,5.3
Carpinus betulus,9.0,30.0,19.6,72.8,6.7
Carpinus betulus,9.0,35.0,28.3,96.1,6.1
Carpinus betulus,5.0,12.0,12.6,26.1,2.1
Carpinus betulus,4.0,10.0,7.1,13.4,1.7
Carpinus betulus,9.0,25.0,19.6,60.4,5.3
Carpinus betulus,10.0,25.0,38.5,154.7,5.3
Carpinus betulus,9.0,20.0,12.6,33.0,3.9
Carpinus betulus,10.0,30.0,38.5,165.0,6.7
Carpinus betulus,10.0,29.0,95.0,331.9,6.4
Carpinus betulus,10.0,29.0,28.3,107.3,6.4
Carpinus betulus,12.0,30.0,38.5,178.5,6.7
Carpinus betulus,12.0,34.0,28.3,109.3,6.3
Carpinus betulus,4.0,10.0,1.8,4.8,1.7
Carpinus betulus,4.0,8.0,1.8,4.8,1.3
Carpinus betulus,8.0,10.0,12.6,29.4,1.7
Carpinus betulus,7.0,4.0,3.1,6.4,0.6
Carpinus betulus,4.0,10.0,0.8,4.0,1.7
Carpinus betulus,4.0,8.0,3.1,6.9,1.3
Carpinus betulus,4.0,10.0,1.8,5.5,1.7
Carpinus betulus,4.0,11.0,3.1,7.3,1.9
Carpinus betulus,3.5,10.0,1.8,4.1,1.7
Carpinus betulus,4.0,12.0,1.8,5.8,2.1
Carpinus betulus,7.0,30.0,19.6,65.4,6.7
Carpinus betulus,7.0,20.0,28.3,66.9,3.9
Carpinus betulus,10.0,20.0,63.6,240.5,3.9
Carpinus betulus,3.5,10.0,1.8,5.3,1.7
Carpinus betulus,11.0,20.0,50.3,202.0,3.9
Carpinus betulus,3.5,5.0,1.8,4.1,0.8
Aesculus hippocastanum,13.0,35.0,38.5,180.9,8.1
Aesculus hippocastanum,15.0,38.0,28.3,145.7,9.2
Aesculus hippocastanum,12.0,40.0,38.5,182.3,9.8
Aesculus hippocastanum,13.0,37.0,50.3,204.4,8.8
Aesculus hippocastanum,15.0,33.0,50.3,209.4,7.5
Aesculus hippocastanum,14.0,52.0,50.3,271.1,14.5
Aesculus hippocastanum,15.0,48.0,19.6,109.2,12.9
Aesculus hippocastanum,13.0,45.0,19.6,79.4,11.7
Aesculus hippocastanum,15.0,67.5,50.3,269.6,21.3
Celtis australis,13.0,35.0,50.3,161.7,1.5
Celtis australis,15.0,44.0,63.6,235.7,1.7
Celtis australis,16.0,54.0,78.5,310.6,2.0
Celtis australis,17.0,58.0,38.5,192.5,2.1
Celtis australis,16.0,40.0,12.6,51.1,1.6
Celtis australis,17.0,60.0,19.6,87.7,2.2
Celtis australis,16.0,45.0,15.9,74.4,1.8
Celtis australis,14.0,47.0,15.9,55.8,1.8
Celtis australis,14.0,47.0,15.9,51.9,1.8
Celtis australis,2.0,6.0,0.8,1.3,0.4
Celtis australis,17.0,56.0,28.3,122.4,2.1
Tilia cordata,2.5,8.0,1.8,3.3,0.8
Tilia cordata,2.5,9.0,1.8,2.9,1.0
Tilia cordata,2.5,8.0,1.8,3.3,0.8
Tilia cordata,5.0,11.0,3.1,7.4,1.3
Tilia cordata,4.0,9.0,1.8,4.2,1.0
Platanus x hispanica,8.0,25.0,28.3,71.5,5.7
Platanus x hispanica,4.0,10.0,3.1,5.4,1.5
Platanus x hispanica,10.0,40.0,63.6,251.2,11.3
Platanus x hispanica,9.0,29.0,56.7,191.8,7.1
Platanus x hispanica,4.0,12.0,4.9,8.3,2.0
Platanus x hispanica,10.0,43.0,50.3,186.1,12.6
Platanus x hispanica,8.0,22.0,44.2,96.1,4.7
Platanus x hispanica,11.0,44.0,78.5,329.7,13.1
Platanus x hispanica,8.5,32.0,50.3,159.7,8.2
Platanus x hispanica,8.0,32.0,50.3,128.4,8.2
Platanus x hispanica,4.5,12.0,3.1,6.4,2.0
Platanus x hispanica,8.0,26.0,50.3,154.9,6.0
Platanus x hispanica,5.0,11.0,9.6,15.1,1.7
Platanus x hispanica,5.0,6.0,4.9,7.0,0.8
Platanus x hispanica,4.5,14.0,7.1,12.1,2.4
Platanus x hispanica,4.5,16.0,4.9,8.4,3.0
Platanus x hispanica,9.0,33.0,38.5,126.5,8.5
Platanus x hispanica,11.0,27.0,38.5,127.5,6.4
Platanus x hispanica,6.0,8.0,3.1,5.1,1.1
Platanus x hispanica,5.0,10.0,4.9,8.3,1.5
Platanus x hispanica,5.5,11.0,3.1,6.7,1.7
Platanus x hispanica,6.0,11.0,9.6,16.0,1.7
Platanus x hispanica,8.0,24.0,28.3,74.8,5.3
Platanus x hispanica,5.0,8.0,1.8,3.2,1.1
Platanus x hispanica,20.0,80.0,113.1,532.3,31.0
Platanus x hispanica,20.0,80.0,113.1,499.9,31.0
Platanus x hispanica,20.0,80.0,113.1,564.8,31.0
Platanus x hispanica,15.0,30.0,113.1,300.7,7.4
Platanus x hispanica,20.0,80.0,113.1,434.9,31.0
Platanus x hispanica,20.0,80.0,113.1,499.9,31.0
Platanus x hispanica,22.0,100.0,78.5,509.0,34.9
Platanus x hispanica,22.0,60.0,113.1,514.9,20.5
Platanus x hispanica,25.0,110.0,113.1,646.6,30.1
Platanus x hispanica,24.0,95.0,113.1,505.8,36.5
Platanus x hispanica,23.0,130.0,132.7,672.6,3.1
Platanus x hispanica,24.0,100.0,176.7,624.7,34.9
Platanus x hispanica,18.0,115.0,176.7,696.3,6.7
Platanus x hispanica,22.0,80.0,153.9,540.3,31.0
Platanus x hispanica,24.0,80.0,132.7,467.8,31.0
Platanus x hispanica,24.0,80.0,201.1,697.0,31.0
Platanus x hispanica,24.0,135.0,314.2,1008.8,1.9
Platanus x hispanica,24.0,95.0,153.9,563.5,36.5
Platanus x hispanica,24.0,95.0,153.9,433.9,36.5
Platanus x hispanica,23.0,100.0,113.1,548.3,34.9
Platanus x hispanica,24.0,105.0,153.9,449.5,32.8
Platanus x hispanica,24.0,105.0,176.7,519.3,32.8
Platanus x hispanica,24.0,110.0,283.5,1099.8,30.1
Platanus x hispanica,6.0,19.0,28.3,48.3,3.8
Platanus x hispanica,24.0,120.0,254.5,842.4,5.5
Platanus x hispanica,5.5,9.0,3.1,5.1,1.3
Platanus x hispanica,25.0,140.0,254.5,1074.8,0.7
Platanus x hispanica,12.0,29.0,19.6,61.3,7.1
Platanus x hispanica,25.0,135.0,314.2,1310.0,1.9
Platanus x hispanica,22.0,55.0,113.1,499.3,18.1
Platanus x hispanica,24.0,110.0,254.5,930.4,30.1
Platanus x hispanica,24.0,110.0,254.5,760.2,30.1
Platanus x hispanica,25.0,140.0,314.2,1174.4,0.7
Platanus x hispanica,24.0,75.0,153.9,399.2,28.3
Platanus x hispanica,24.0,100.0,254.5,954.4,34.9
Platanus x hispanica,24.0,110.0,254.5,930.4,30.1
Platanus x hispanica,24.0,100.0,254.5,735.0,34.9
Platanus x hispanica,24.0,75.0,227.0,769.1,28.3
Platanus x hispanica,24.0,95.0,201.1,570.3,36.5
Platanus x hispanica,16.0,230.0,314.2,1416.6,8.1
Platanus x hispanica,15.0,35.0,113.1,412.3,9.3
Platanus x hispanica,4.5,10.0,7.1,10.1,1.5
Platanus x hispanica,8.0,28.0,56.7,184.0,6.7
Platanus x hispanica,6.0,9.0,7.1,10.1,1.3
Platanus x hispanica,9.0,37.0,50.3,150.0,10.1
Platanus x hispanica,4.5,10.0,9.6,11.7,1.5
Platanus x hispanica,4.5,11.0,4.9,7.8,1.7
Platanus x hispanica,4.5,9.0,4.9,6.0,1.3
Platanus x hispanica,12.0,34.0,78.5,289.0,8.9
Platanus x hispanica,4.5,9.0,7.1,9.7,1.3
Platanus x hispanica,4.0,9.0,4.9,5.8,1.3
Platanus x hispanica,11.0,28.0,50.3,165.2,6.7
Platanus x hispanica,6.0,12.0,9.6,15.6,2.0
Platanus x hispanica,6.0,10.0,9.6,11.9,1.5
Platanus x hispanica,11.0,36.0,63.6,248.3,9.7
Platanus x hispanica,10.5,29.0,50.3,174.6,7.1
Platanus x hispanica,11.0,34.0,56.7,215.0,8.9
Platanus x hispanica,4.5,10.0,9.6,14.1,1.5
Tilia x europaea,20.0,75.8,50.3,385.6,40.7
Tilia x europaea,19.0,68.1,44.2,319.2,35.2
Tilia x europaea,19.0,79.6,50.3,379.9,43.5
Tilia x europaea,16.0,67.5,63.6,383.5,34.8
Tilia x europaea,18.0,77.7,70.9,434.8,42.1
Tilia x europaea,21.0,77.0,63.6,400.8,41.6
Tilia x europaea,19.0,69.4,44.2,247.4,36.1
Tilia x europaea,20.0,71.6,50.3,312.9,37.7
Tilia x europaea,19.0,37.2,63.6,274.2,15.6
Tilia x europaea,17.0,62.1,50.3,288.6,31.1
Tilia x europaea,11.0,38.5,28.3,117.4,16.3
Tilia x europaea,17.0,76.1,50.3,350.4,40.9
Tilia x europaea,20.0,68.8,44.2,331.9,35.7
Tilia x europaea,19.0,60.2,38.5,206.4,29.8
Tilia x europaea,17.0,77.0,38.5,254.7,41.6
Tilia x europaea,18.5,70.7,28.3,206.1,37.0
Tilia x europaea,18.0,86.6,113.1,588.6,48.8
Tilia x europaea,19.0,75.1,63.6,351.3,40.2
Tilia x europaea,18.0,59.8,38.5,198.0,29.6
Tilia x europaea,3.0,6.4,3.1,4.8,1.5
Tilia x europaea,18.5,64.9,50.3,347.9,33.0
Tilia x europaea,19.0,61.1,38.5,254.0,30.4
Tilia x europaea,18.0,79.6,78.5,411.8,43.5
Tilia x europaea,10.0,28.7,44.2,170.1,10.9
Carpinus betulus,3.0,8.0,0.8,3.0,1.3
Carpinus betulus,7.0,26.0,12.6,34.3,5.6
Carpinus betulus,6.0,20.0,12.6,33.3,3.9
Carpinus betulus,4.0,10.0,9.6,17.7,1.7
Carpinus betulus,3.0,20.0,7.1,18.1,3.9
Carpinus betulus,3.0,12.0,12.6,30.3,2.1
Carpinus betulus,8.0,30.0,19.6,61.1,6.7
Carpinus betulus,7.0,36.0,19.6,69.8,5.8
Carpinus betulus,8.0,20.0,19.6,59.8,3.9
Carpinus betulus,5.0,12.0,7.1,12.7,2.1
Carpinus betulus,10.0,30.0,28.3,115.2,6.7
Carpinus betulus,3.0,8.0,3.1,6.6,1.3
Carpinus betulus,4.0,10.0,7.1,11.9,1.7
Carpinus betulus,4.0,10.0,9.6,17.7,1.7
Carpinus betulus,5.0,15.0,12.6,26.7,2.7
Carpinus betulus,5.0,16.0,9.6,22.3,3.0
Carpinus betulus,3.0,10.0,4.9,9.8,1.7
Carpinus betulus,5.0,10.0,3.1,6.2,1.7
Carpinus betulus,4.0,9.0,4.9,8.0,1.5
Carpinus betulus,5.5,14.0,7.1,16.7,2.5
Carpinus betulus,4.0,12.0,4.9,10.7,2.1
Carpinus betulus,8.0,20.0,19.6,49.5,3.9
Carpinus betulus,7.0,20.0,7.1,17.4,3.9
Carpinus betulus,8.0,28.0,28.3,78.9,6.1
Carpinus betulus,7.0,26.0,28.3,84.3,5.6
Carpinus betulus,8.0,26.0,19.6,58.1,5.6
Carpinus betulus,8.0,28.0,28.3,102.5,6.1
Carpinus betulus,11.0,32.0,28.3,123.5,6.7
Celtis australis,7.0,17.0,19.6,39.8,0.9
Carpinus betulus,9.0,38.0,28.3,112.7,5.2
Carpinus betulus,10.0,39.0,28.3,126.4,4.8
Carpinus betulus,10.5,39.0,28.3,114.5,4.8
Carpinus betulus,9.0,37.0,28.3,118.4,5.5
Carpinus betulus,7.0,17.0,19.6,50.5,3.2
Carpinus betulus,8.0,20.0,12.6,37.5,3.9
Carpinus betulus,10.0,25.0,33.2,100.1,5.3
Carpinus betulus,9.0,13.0,38.5,97.7,2.3
Carpinus betulus,12.0,35.0,38.5,177.7,6.1
Carpinus betulus,11.0,39.0,19.6,88.9,4.8
Carpinus betulus,11.0,48.0,50.3,259.3,0.3
Carpinus betulus,12.0,31.0,50.3,215.5,6.8
Carpinus betulus,11.0,43.0,63.6,342.9,2.9
Platanus x hispanica,16.0,60.0,201.1,484.9,20.5
Platanus x hispanica,15.0,53.0,113.1,422.5,17.1
Carpinus betulus,3.0,6.0,0.8,2.7,1.0
Carpinus betulus,3.0,6.0,0.8,2.7,1.0
Carpinus betulus,3.0,6.0,0.8,2.7,1.0
Carpinus betulus,3.0,6.0,0.8,2.1,1.0
Carpinus betulus,3.5,5.0,0.8,2.8,0.8
Celtis australis,12.0,40.0,95.0,304.2,1.6
Celtis australis,8.0,32.0,50.3,133.2,1.4
Celtis australis,9.0,29.0,50.3,142.1,1.3
Celtis australis,11.0,33.0,63.6,179.0,1.4
Celtis australis,8.5,18.0,12.6,27.7,0.9
Celtis australis,10.0,24.0,50.3,137.3,1.1
Celtis australis,11.0,38.0,78.5,302.2,1.6
Celtis australis,11.0,38.0,78.5,284.8,1.6
Celtis australis,10.0,34.0,63.6,176.3,1.4
Celtis australis,11.0,42.0,78.5,313.0,1.7
Celtis australis,11.0,42.0,78.5,295.0,1.7
Celtis australis,10.0,34.0,63.6,176.3,1.4
Celtis australis,10.5,42.0,78.5,274.5,1.7
Celtis australis,6.0,12.0,7.1,10.8,0.7
Celtis australis,6.0,12.0,7.1,10.8,0.7
Celtis australis,5.0,9.0,12.6,13.5,0.6
Celtis australis,4.0,9.0,12.6,13.7,0.6
Aesculus hippocastanum,12.0,66.9,50.3,294.6,20.8
Celtis australis,12.0,37.0,78.5,287.4,1.5
Celtis australis,9.0,38.0,38.5,106.2,1.6
Celtis australis,9.0,29.0,38.5,116.6,1.3
Celtis australis,9.0,26.0,38.5,86.4,1.2
Celtis australis,9.0,25.0,38.5,85.2,1.2
Celtis australis,9.0,33.0,38.5,115.0,1.4
Celtis australis,9.0,26.0,38.5,105.8,1.2
Celtis australis,6.0,18.0,12.6,21.1,0.9
Celtis australis,9.0,39.0,38.5,114.6,1.6
Celtis australis,9.0,27.0,38.5,113.7,1.2
Celtis australis,6.0,22.0,12.6,19.7,1.1
Celtis australis,9.0,26.0,38.5,112.2,1.2
Celtis australis,9.0,22.0,38.5,105.8,1.1
Celtis australis,9.0,34.0,38.5,109.2,1.4
Celtis australis,9.0,22.0,38.5,81.5,1.1
Celtis australis,9.0,28.0,38.5,95.3,1.3
Celtis australis,9.0,24.0,38.5,109.1,1.1
Celtis australis,9.0,33.0,38.5,122.1,1.4
Celtis australis,9.0,32.0,38.5,120.7,1.4
Celtis australis,9.0,39.0,38.5,122.0,1.6
Celtis australis,9.0,32.0,38.5,113.8,1.4
Celtis australis,7.0,22.0,19.6,43.6,1.1
Celtis australis,7.0,21.0,19.6,38.0,1.0
Celtis australis,9.0,39.0,38.5,129.5,1.6
Celtis australis,9.0,27.0,38.5,87.6,1.2
Celtis australis,9.0,35.0,38.5,110.3,1.5
Celtis australis,9.0,29.0,38.5,109.9,1.3
Celtis australis,7.0,24.0,19.6,45.0,1.1
Celtis australis,9.0,32.0,38.5,120.7,1.4
Celtis australis,7.0,22.0,19.6,43.6,1.1
Celtis australis,9.0,29.0,38.5,96.5,1.3
Celtis australis,9.0,26.0,38.5,99.3,1.2
Celtis australis,9.0,29.0,38.5,109.9,1.3
Celtis australis,9.0,33.0,38.5,115.0,1.4
Celtis australis,9.0,32.0,38.5,120.7,1.4
Celtis australis,9.0,28.0,38.5,101.9,1.3
Celtis australis,9.0,28.0,38.5,115.2,1.3
Celtis australis,9.0,36.0,38.5,118.6,1.5
Celtis australis,9.0,27.0,38.5,87.6,1.2
Celtis australis,9.0,32.0,38.5,106.9,1.4
Celtis australis,9.0,31.0,38.5,91.9,1.4
Celtis australis,6.0,24.0,19.6,37.7,1.1
Celtis australis,6.0,24.0,19.6,42.6,1.1
Celtis australis,5.0,19.0,12.6,17.6,1.0
Celtis australis,9.0,34.0,38.5,123.3,1.4
Celtis australis,9.0,33.0,38.5,101.0,1.4
Celtis australis,9.0,28.0,38.5,95.3,1.3
Celtis australis,7.0,24.0,28.3,57.0,1.1
Celtis australis,7.0,24.0,28.3,68.9,1.1
Celtis australis,9.0,29.0,38.5,116.6,1.3
Celtis australis,9.0,29.0,38.5,103.2,1.3
Celtis australis,9.0,27.0,38.5,113.7,1.2
Celtis australis,9.0,34.0,38.5,102.1,1.4
Celtis australis,9.0,32.0,38.5,93.0,1.4
Celtis australis,9.0,31.0,38.5,119.4,1.4
Celtis australis,9.0,33.0,38.5,122.1,1.4
Celtis australis,9.0,38.0,38.5,128.3,1.6
Celtis australis,9.0,31.0,38.5,119.4,1.4
Celtis australis,9.0,35.0,38.5,110.3,1.5
Celtis australis,9.0,27.0,38.5,113.7,1.2
Celtis australis,9.0,29.0,38.5,89.8,1.3
Celtis australis,9.0,26.0,38.5,105.8,1.2
Celtis australis,10.0,29.0,50.3,156.3,1.3
Celtis australis,10.0,29.0,50.3,165.8,1.3
Celtis australis,10.0,31.0,50.3,160.0,1.4
Celtis australis,10.0,33.0,50.3,143.7,1.4
Celtis australis,10.0,48.0,50.3,186.7,1.8
Celtis australis,10.0,50.0,50.3,201.0,1.9
Celtis australis,10.0,34.0,50.3,135.1,1.4
Celtis australis,10.0,33.0,50.3,163.6,1.4
Celtis australis,10.0,34.0,50.3,155.3,1.4
Celtis australis,10.0,38.0,50.3,172.0,1.6
Celtis australis,10.0,34.0,50.3,135.1,1.4
Celtis australis,10.0,41.0,50.3,176.6,1.6
Celtis australis,10.0,38.0,50.3,182.4,1.6
Celtis australis,10.0,40.0,50.3,175.1,1.6
Celtis australis,10.0,36.0,50.3,148.1,1.5
Celtis australis,10.0,38.0,50.3,182.4,1.6
Celtis australis,10.0,31.0,50.3,130.8,1.4
Celtis australis,12.0,43.0,78.5,321.5,1.7
Celtis australis,12.0,48.0,78.5,334.3,1.8
Celtis australis,12.0,38.0,78.5,272.4,1.6
Celtis australis,12.0,46.0,78.5,310.4,1.8
Celtis australis,12.0,35.0,78.5,299.0,1.5
Celtis australis,12.0,54.0,78.5,348.5,2.0
Celtis australis,12.0,44.0,78.5,324.2,1.7
Celtis australis,12.0,34.0,78.5,296.0,1.4
Celtis australis,12.0,34.0,78.5,227.9,1.4
Celtis australis,12.0,39.0,78.5,310.6,1.6
Celtis australis,10.0,24.0,50.3,119.5,1.1
Celtis australis,12.0,44.0,78.5,286.9,1.7
Celtis australis,12.0,41.0,78.5,279.8,1.6
Celtis australis,12.0,44.0,78.5,324.2,1.7
Celtis australis,12.0,48.0,78.5,334.3,1.8
Celtis australis,12.0,43.0,78.5,321.5,1.7
Celtis australis,12.0,32.0,78.5,223.1,1.4
Celtis australis,12.0,46.0,78.5,329.3,1.8
Celtis australis,12.0,52.0,78.5,304.3,2.0
Celtis australis,12.0,54.0,78.5,268.4,2.0
Celtis australis,13.0,60.0,78.5,304.9,2.2
Celtis australis,13.0,60.0,78.5,368.4,2.2
Celtis australis,12.0,39.0,78.5,310.6,1.6
Celtis australis,13.0,56.0,78.5,359.6,2.1
Celtis australis,13.0,55.0,78.5,336.8,2.0
Celtis australis,13.0,46.0,78.5,335.4,1.8
Celtis australis,13.0,50.0,78.5,345.5,1.9
Celtis australis,13.0,46.0,78.5,277.6,1.8
Celtis australis,13.0,45.0,78.5,332.9,1.8
Celtis australis,8.0,28.0,19.6,50.1,1.3
Celtis australis,11.0,26.0,28.3,85.4,1.2
Carpinus betulus,4.0,7.0,3.1,6.6,1.1
Carpinus betulus,4.0,7.0,3.1,6.6,1.1
Platanus x hispanica,4.0,7.0,1.8,2.9,0.9
Platanus x hispanica,8.0,19.0,50.3,138.7,3.8
Carpinus betulus,6.0,16.0,28.3,67.8,3.0
Carpinus betulus,6.0,20.0,38.5,122.1,3.9
Carpinus betulus,5.0,13.0,12.6,23.8,2.3
Carpinus betulus,5.0,16.0,19.6,47.1,3.0
Carpinus betulus,5.0,14.0,28.3,53.8,2.5
Carpinus betulus,6.0,18.0,38.5,117.7,3.5
Carpinus betulus,4.0,14.0,19.6,42.6,2.5
Platanus x hispanica,24.0,60.0,113.1,519.6,20.5
Platanus x hispanica,12.0,19.0,38.5,96.9,3.8
Platanus x hispanica,26.0,125.0,314.2,1274.9,4.3
Platanus x hispanica,24.0,110.0,254.5,987.1,30.1
Platanus x hispanica,22.0,110.0,176.7,685.5,30.1
Platanus x hispanica,24.0,100.0,254.5,844.7,34.9
Platanus x hispanica,22.0,90.0,176.7,638.6,36.5
Carpinus betulus,6.0,13.0,12.6,26.9,2.3
Tilia cordata,4.0,10.0,4.9,8.5,1.1
Celtis australis,12.0,40.0,78.5,277.4,1.6
Celtis australis,13.0,48.0,95.0,373.8,1.8
Celtis australis,8.0,20.0,28.3,67.7,1.0
Celtis australis,13.0,42.0,95.0,334.8,1.7
Celtis australis,13.0,44.0,113.1,378.4,1.7
Celtis australis,12.0,34.0,63.6,227.1,1.4
Celtis australis,13.0,44.0,113.1,353.8,1.7
Celtis australis,9.0,26.0,78.5,196.1,1.2
Celtis australis,7.0,24.0,50.3,140.7,1.1
Celtis australis,7.0,18.0,28.3,48.0,0.9
Celtis australis,7.0,18.0,28.3,51.5,0.9
Celtis australis,7.0,18.0,28.3,62.3,0.9
Celtis australis,8.0,20.0,50.3,112.8,1.0
Celtis australis,9.0,26.0,50.3,119.0,1.2
Celtis australis,9.0,25.0,50.3,152.4,1.2
Celtis australis,9.0,19.0,38.5,94.7,1.0
Celtis australis,7.0,18.0,28.3,62.3,0.9
Celtis australis,8.0,20.0,38.5,75.7,1.0
Platanus x hispanica,8.0,16.0,38.5,72.5,3.0
Platanus x hispanica,7.0,16.0,28.3,61.9,3.0
Platanus x hispanica,24.0,160.0,490.9,1798.7,0.3
Platanus x hispanica,4.0,6.0,1.8,2.9,0.8
Platanus x hispanica,25.0,110.0,113.1,646.6,30.1
Platanus x hispanica,6.0,10.0,28.3,50.0,1.5
Platanus x hispanica,16.0,38.0,78.5,343.4,10.5
Platanus x hispanica,8.0,16.0,50.3,130.5,3.0
Platanus x hispanica,24.0,150.0,452.4,1957.9,0.3
Aesculus hippocastanum,5.0,15.0,7.1,11.8,2.3
Aesculus hippocastanum,11.0,70.0,38.5,213.5,22.2
Aesculus hippocastanum,6.0,18.0,7.1,17.5,3.0
Aesculus hippocastanum,3.0,8.0,3.1,4.7,0.9
Aesculus hippocastanum,3.0,8.0,3.1,6.1,0.9
Aesculus hippocastanum,2.0,6.0,0.8,1.4,0.6
Aesculus hippocastanum,10.0,60.0,28.3,112.3,17.6
Platanus x hispanica,10.0,40.0,38.5,116.5,11.3
Platanus x hispanica,17.0,80.0,63.6,339.5,31.0
Platanus x hispanica,17.0,90.0,254.5,708.2,36.5
Platanus x hispanica,18.0,100.0,254.5,735.0,34.9
Platanus x hispanica,18.0,70.0,201.1,588.5,25.6
